customer_id,customer_name,age,gender,state,customer_segment,join_date,annual_income
2171,Customer 2171,37,Male,Illinois,High Value,2023-05-14,60643.5
2172,Customer 2172,73,Other,Illinois,High Value,2024-01-26,81835.78
2173,Customer 2173,72,Other,Michigan,High Value,2021-05-30,106086.03
2174,Customer 2174,47,Other,Michigan,High Value,2021-05-25,225254.1
2175,Customer 2175,29,Female,Ohio,High Value,2023-09-08,37832.02
2176,Customer 2176,35,Other,Illinois,Entry,2023-11-06,135070.37
2177,Customer 2177,75,Male,Ohio,High Value,2025-05-20,35797.84
2178,Customer 2178,72,Male,North Carolina,Entry,2025-05-21,180027.07
2179,Customer 2179,22,Other,Virginia,High Value,2025-02-20,115167.45
2180,Customer 2180,65,Male,Georgia,Entry,2023-02-12,150899.88
2181,Customer 2181,49,Male,Michigan,Standard,2021-08-25,107393.6
2182,Customer 2182,48,Male,New York,Mass Affluent,2022-12-04,50237.98
2183,Customer 2183,35,Female,North Carolina,High Value,2021-01-21,248006.52
2184,Customer 2184,67,Male,Ohio,High Value,2021-01-31,42464.01
2185,Customer 2185,32,Female,Ohio,Standard,2023-06-18,106926.84
2186,Customer 2186,36,Female,California,Entry,2024-09-03,135314.3
2187,Customer 2187,63,Male,Texas,Standard,2021-09-08,236441.43
2188,Customer 2188,52,Other,Illinois,Mass Affluent,2022-02-26,127579.2
2189,Customer 2189,44,Other,Florida,Mass Affluent,2022-09-12,145905.72
2190,Customer 2190,41,Other,North Carolina,High Value,2022-07-02,41879.46
2191,Customer 2191,66,Other,Virginia,Standard,2023-04-22,47258.14
2192,Customer 2192,74,Other,New York,Standard,2021-10-08,193219.9
2193,Customer 2193,28,Female,California,High Value,2022-03-08,245140.13
2194,Customer 2194,49,Other,Virginia,High Value,2024-12-01,34683.72
2195,Customer 2195,23,Female,Florida,Entry,2025-09-09,96090.83
2196,Customer 2196,24,Female,Michigan,Entry,2021-06-23,138978.65
2197,Customer 2197,45,Female,Virginia,High Value,2025-11-02,79378.66
2198,Customer 2198,32,Other,Georgia,High Value,2023-02-16,175288.54
2199,Customer 2199,55,Female,Ohio,Standard,2021-03-06,232993.71
2200,Customer 2200,72,Other,New York,High Value,2022-06-22,105007.76
2201,Customer 2201,60,Female,Georgia,High Value,2025-08-26,207627.27
2202,Customer 2202,45,Other,Florida,Entry,2024-02-08,123243.7
2203,Customer 2203,57,Other,Florida,Mass Affluent,2025-01-12,241267.1
2204,Customer 2204,68,Male,California,High Value,2023-08-16,91754.03
2205,Customer 2205,38,Male,New York,Standard,2024-10-29,104257.12
2206,Customer 2206,23,Other,Florida,Standard,2023-03-20,89124.42
2207,Customer 2207,71,Other,Michigan,High Value,2022-05-29,57347.41
2208,Customer 2208,63,Female,Florida,Mass Affluent,2024-03-10,127637.91
2209,Customer 2209,49,Male,Virginia,High Value,2021-02-05,242494.81
2210,Customer 2210,61,Other,New York,Entry,2023-09-11,42888.66
2211,Customer 2211,38,Other,North Carolina,Standard,2021-06-12,239724.52
2212,Customer 2212,32,Female,Florida,Standard,2023-06-22,221192.18
2213,Customer 2213,35,Other,California,Mass Affluent,2021-09-18,221672.62
2214,Customer 2214,24,Male,Texas,High Value,2024-09-05,70536.21
2215,Customer 2215,49,Other,Illinois,High Value,2023-11-04,151749.7
2216,Customer 2216,24,Other,Florida,Standard,2022-04-12,33546.0
2217,Customer 2217,75,Female,North Carolina,High Value,2025-09-27,162127.34
2218,Customer 2218,27,Male,North Carolina,Entry,2022-12-18,54900.16
2219,Customer 2219,36,Male,Illinois,Standard,2021-06-08,212410.33
2220,Customer 2220,47,Male,Georgia,Standard,2024-10-26,61477.49
2221,Customer 2221,59,Female,Illinois,Entry,2022-10-31,227426.29
2222,Customer 2222,51,Female,Michigan,High Value,2023-02-07,65268.82
2223,Customer 2223,39,Male,Michigan,High Value,2021-04-02,53371.06
2224,Customer 2224,72,Female,North Carolina,Standard,2022-03-10,236786.76
2225,Customer 2225,74,Other,Ohio,Mass Affluent,2023-02-15,113839.73
2226,Customer 2226,26,Male,New York,Entry,2024-08-22,148572.82
2227,Customer 2227,75,Other,Ohio,Entry,2021-09-06,175023.51
2228,Customer 2228,49,Female,Florida,Mass Affluent,2023-12-02,213921.97
2229,Customer 2229,36,Female,New York,Standard,2022-08-24,80795.95
2230,Customer 2230,68,Male,New York,Entry,2022-10-07,191215.63
2231,Customer 2231,44,Male,Illinois,High Value,2023-04-20,231219.81
2232,Customer 2232,51,Other,New York,Entry,2024-08-31,202986.91
2233,Customer 2233,57,Male,North Carolina,Mass Affluent,2022-04-16,200818.62
2234,Customer 2234,64,Other,California,Standard,2023-04-15,205088.31
2235,Customer 2235,41,Male,Texas,Entry,2022-12-01,122624.97
2236,Customer 2236,57,Female,New York,Mass Affluent,2021-10-31,222809.25
2237,Customer 2237,31,Male,Georgia,Standard,2021-02-01,198412.1
2238,Customer 2238,51,Other,Texas,Mass Affluent,2024-12-27,221280.93
2239,Customer 2239,48,Male,California,High Value,2025-09-04,59123.11
2240,Customer 2240,54,Female,Georgia,Standard,2025-11-11,58039.66
2241,Customer 2241,56,Male,Florida,High Value,2024-11-28,104097.82
2242,Customer 2242,42,Other,Michigan,High Value,2025-08-17,248709.5
2243,Customer 2243,25,Other,Illinois,Entry,2021-04-03,230348.33
2244,Customer 2244,49,Other,Georgia,Standard,2024-07-15,196685.21
2245,Customer 2245,29,Other,California,High Value,2024-12-04,63496.41
2246,Customer 2246,58,Other,Illinois,Entry,2021-01-16,113462.41
2247,Customer 2247,32,Other,Michigan,Standard,2023-06-18,237848.98
2248,Customer 2248,35,Female,Virginia,Standard,2021-07-18,40623.35
2249,Customer 2249,54,Other,North Carolina,Entry,2023-11-27,92756.58
2250,Customer 2250,41,Male,California,High Value,2023-02-26,209077.18
2251,Customer 2251,67,Male,Georgia,Standard,2025-02-13,156530.32
2252,Customer 2252,41,Male,Illinois,Standard,2024-06-14,66430.36
2253,Customer 2253,38,Female,Virginia,Mass Affluent,2022-08-13,224776.82
2254,Customer 2254,37,Other,Texas,Mass Affluent,2022-08-14,176615.39
2255,Customer 2255,27,Male,North Carolina,Mass Affluent,2021-10-16,36017.03
2256,Customer 2256,55,Other,New York,High Value,2021-03-23,137440.5
2257,Customer 2257,22,Female,New York,Standard,2025-08-12,237197.31
2258,Customer 2258,48,Other,Virginia,Mass Affluent,2024-03-15,212828.32
2259,Customer 2259,28,Other,Texas,Entry,2022-08-28,225553.55
2260,Customer 2260,37,Male,California,Standard,2023-10-08,190959.42
2261,Customer 2261,43,Male,New York,High Value,2021-08-27,101965.46
2262,Customer 2262,42,Female,Virginia,High Value,2023-11-05,185498.16
2263,Customer 2263,23,Female,Texas,Standard,2022-10-07,71887.71
2264,Customer 2264,63,Other,Ohio,High Value,2024-02-18,84101.02
2265,Customer 2265,45,Male,New York,Standard,2024-04-15,133425.39
2266,Customer 2266,73,Male,Virginia,Standard,2023-09-20,58994.22
2267,Customer 2267,26,Other,New York,High Value,2024-07-24,125550.13
2268,Customer 2268,56,Other,New York,Mass Affluent,2023-10-02,38538.8
2269,Customer 2269,37,Other,Georgia,Mass Affluent,2024-11-09,170297.22
2270,Customer 2270,54,Other,California,Standard,2023-09-19,214952.21
2271,Customer 2271,39,Other,Virginia,Entry,2025-11-28,205284.16
2272,Customer 2272,59,Female,North Carolina,Entry,2023-03-15,94991.79
2273,Customer 2273,28,Female,Georgia,Entry,2022-03-25,101587.35
2274,Customer 2274,48,Male,California,Entry,2024-09-18,240389.42
2275,Customer 2275,28,Female,Georgia,Mass Affluent,2024-09-14,200209.99
2276,Customer 2276,74,Female,Michigan,Entry,2023-09-18,181188.82
2277,Customer 2277,39,Female,North Carolina,Mass Affluent,2021-03-01,225758.33
2278,Customer 2278,47,Male,North Carolina,Standard,2025-05-23,87553.16
2279,Customer 2279,47,Female,Virginia,Entry,2022-10-13,117709.49
2280,Customer 2280,38,Female,New York,Standard,2021-04-22,169978.56
2281,Customer 2281,40,Female,Georgia,Mass Affluent,2021-04-04,155951.25
2282,Customer 2282,55,Male,Texas,Standard,2021-12-08,58427.37
2283,Customer 2283,22,Other,Ohio,Entry,2024-01-11,49855.6
2284,Customer 2284,42,Female,North Carolina,High Value,2024-12-14,174084.95
2285,Customer 2285,34,Female,North Carolina,Mass Affluent,2023-11-29,246747.81
2286,Customer 2286,55,Female,New York,Standard,2025-09-13,206282.79
2287,Customer 2287,42,Female,New York,Mass Affluent,2023-02-05,236803.04
2288,Customer 2288,75,Male,North Carolina,High Value,2021-03-15,140329.85
2289,Customer 2289,52,Male,California,Standard,2025-06-09,96322.62
2290,Customer 2290,61,Other,New York,High Value,2022-04-17,89940.81
2291,Customer 2291,73,Female,Georgia,Mass Affluent,2021-09-11,210025.1
2292,Customer 2292,38,Male,Texas,High Value,2025-12-01,140992.13
2293,Customer 2293,69,Other,Georgia,High Value,2024-12-11,33243.19
2294,Customer 2294,55,Other,California,High Value,2025-08-28,191892.15
2295,Customer 2295,46,Male,Michigan,Standard,2025-06-12,202649.79
2296,Customer 2296,53,Other,Ohio,Standard,2023-05-21,90290.94
2297,Customer 2297,27,Female,Michigan,Entry,2022-02-20,112847.76
2298,Customer 2298,26,Male,Georgia,Standard,2023-05-30,136336.89
2299,Customer 2299,55,Other,New York,Entry,2024-12-10,33786.76
2300,Customer 2300,67,Female,Illinois,High Value,2023-10-15,129499.48
2301,Customer 2301,22,Female,New York,Entry,2024-03-29,111360.76
2302,Customer 2302,27,Other,Florida,Standard,2024-02-28,61629.68
2303,Customer 2303,26,Male,North Carolina,Mass Affluent,2024-07-14,75690.0
2304,Customer 2304,58,Male,Texas,Mass Affluent,2023-10-01,118702.92
2305,Customer 2305,51,Other,Michigan,Mass Affluent,2025-09-13,42965.25
2306,Customer 2306,37,Female,Florida,Standard,2023-10-08,213551.15
2307,Customer 2307,41,Other,Michigan,Entry,2021-03-16,221714.14
2308,Customer 2308,65,Male,North Carolina,Entry,2022-07-04,150029.52
2309,Customer 2309,62,Male,Illinois,Entry,2022-10-04,185951.0
2310,Customer 2310,56,Other,Texas,High Value,2023-11-20,123654.45
2311,Customer 2311,45,Male,Ohio,Mass Affluent,2021-06-08,144386.58
2312,Customer 2312,31,Male,Virginia,High Value,2021-09-06,38593.63
2313,Customer 2313,52,Male,North Carolina,Entry,2023-05-19,60770.39
2314,Customer 2314,56,Female,Georgia,High Value,2025-11-26,95285.23
2315,Customer 2315,39,Other,Florida,Standard,2023-06-11,165322.11
2316,Customer 2316,57,Other,California,Mass Affluent,2023-02-01,93843.29
2317,Customer 2317,34,Other,Illinois,Standard,2024-11-03,133864.21
2318,Customer 2318,42,Other,California,Mass Affluent,2022-03-08,145363.26
2319,Customer 2319,51,Male,Illinois,Entry,2025-08-26,69429.67
2320,Customer 2320,25,Male,Florida,Mass Affluent,2023-08-22,73838.88
2321,Customer 2321,55,Female,Illinois,High Value,2021-07-12,43443.71
2322,Customer 2322,59,Male,Texas,Standard,2023-08-18,169995.58
2323,Customer 2323,43,Other,Ohio,Mass Affluent,2022-04-08,90407.74
2324,Customer 2324,48,Other,Florida,Standard,2025-08-08,167390.21
2325,Customer 2325,37,Other,North Carolina,Mass Affluent,2023-04-06,47044.75
2326,Customer 2326,27,Other,New York,Standard,2021-11-09,69231.56
2327,Customer 2327,27,Male,North Carolina,Entry,2024-02-29,102635.24
2328,Customer 2328,75,Other,Michigan,Standard,2025-05-01,242664.96
2329,Customer 2329,60,Other,Virginia,Mass Affluent,2025-02-18,66981.87
2330,Customer 2330,35,Male,Texas,Mass Affluent,2025-05-24,61533.33
2331,Customer 2331,21,Female,Texas,High Value,2023-09-01,60134.48
2332,Customer 2332,49,Female,Virginia,Standard,2025-07-12,96562.83
2333,Customer 2333,28,Male,North Carolina,Entry,2025-04-06,113008.1
2334,Customer 2334,66,Female,Illinois,Standard,2023-03-01,214502.87
2335,Customer 2335,54,Male,Michigan,Mass Affluent,2022-10-12,240179.23
2336,Customer 2336,74,Female,California,Entry,2024-07-21,153306.89
2337,Customer 2337,65,Female,Texas,Entry,2023-10-01,173460.27
2338,Customer 2338,22,Female,Virginia,Standard,2021-12-31,190268.13
2339,Customer 2339,60,Other,New York,Entry,2022-03-14,112325.29
2340,Customer 2340,21,Male,Virginia,Standard,2025-03-12,145720.57
2341,Customer 2341,58,Female,Illinois,High Value,2021-01-12,230428.97
2342,Customer 2342,53,Male,Michigan,Standard,2022-06-04,37376.2
2343,Customer 2343,62,Female,Georgia,High Value,2022-07-18,249062.33
2344,Customer 2344,37,Female,Ohio,High Value,2024-12-13,219900.77
2345,Customer 2345,59,Other,Virginia,Entry,2023-08-23,68229.61
2346,Customer 2346,62,Other,Texas,High Value,2025-03-16,111297.45
2347,Customer 2347,66,Male,California,Mass Affluent,2024-06-09,48221.42
2348,Customer 2348,75,Male,Ohio,Entry,2025-09-05,170245.19
2349,Customer 2349,41,Male,North Carolina,Standard,2021-05-08,246348.75
2350,Customer 2350,62,Other,Ohio,Standard,2022-02-02,214200.18
2351,Customer 2351,41,Other,California,Standard,2025-10-04,143594.9
2352,Customer 2352,46,Female,Ohio,High Value,2024-09-22,72446.79
2353,Customer 2353,53,Male,Florida,High Value,2025-04-09,67968.75
2354,Customer 2354,38,Other,New York,Entry,2021-04-02,68053.01
2355,Customer 2355,74,Male,Florida,Standard,2025-03-10,153323.07
2356,Customer 2356,42,Female,Michigan,High Value,2021-08-30,154561.64
2357,Customer 2357,26,Male,Texas,Mass Affluent,2023-08-07,190501.08
2358,Customer 2358,41,Other,Ohio,Mass Affluent,2022-01-16,203522.07
2359,Customer 2359,61,Female,Virginia,High Value,2022-03-22,222983.65
2360,Customer 2360,40,Other,New York,Mass Affluent,2022-05-21,98307.15
2361,Customer 2361,66,Female,California,Standard,2023-02-16,60893.74
2362,Customer 2362,47,Male,New York,Standard,2022-10-09,224385.09
2363,Customer 2363,39,Female,Virginia,Standard,2021-12-29,50330.65
2364,Customer 2364,58,Female,Illinois,Entry,2022-12-29,212490.02
2365,Customer 2365,74,Male,Ohio,Entry,2024-11-08,64254.93
2366,Customer 2366,34,Other,Georgia,Standard,2024-03-10,172121.76
2367,Customer 2367,71,Female,New York,Standard,2024-10-28,183923.84
2368,Customer 2368,56,Other,Florida,High Value,2023-10-29,142919.94
2369,Customer 2369,37,Male,Virginia,Standard,2022-03-08,36918.57
2370,Customer 2370,54,Other,California,Entry,2021-08-25,60759.36
2371,Customer 2371,41,Female,Michigan,Entry,2024-04-16,174827.06
2372,Customer 2372,41,Other,Texas,Standard,2021-03-11,221252.4
2373,Customer 2373,31,Female,Virginia,Standard,2021-01-17,104067.81
2374,Customer 2374,32,Female,Florida,Mass Affluent,2021-07-25,132705.07
2375,Customer 2375,69,Male,Virginia,Entry,2022-01-17,160586.45
2376,Customer 2376,48,Other,Georgia,Entry,2024-11-23,213501.21
2377,Customer 2377,67,Female,Michigan,Standard,2022-06-02,136162.67
2378,Customer 2378,40,Male,New York,High Value,2023-04-02,122616.92
2379,Customer 2379,38,Other,Georgia,High Value,2025-05-05,66085.71
2380,Customer 2380,40,Other,North Carolina,Mass Affluent,2021-12-07,239328.65
2381,Customer 2381,69,Male,California,Standard,2024-03-09,203485.27
2382,Customer 2382,26,Female,California,Standard,2021-04-21,130916.97
2383,Customer 2383,50,Male,California,Mass Affluent,2021-12-05,224250.04
2384,Customer 2384,40,Male,California,Mass Affluent,2022-09-10,218707.68
2385,Customer 2385,26,Other,New York,Mass Affluent,2023-06-14,180636.99
2386,Customer 2386,70,Female,Ohio,Entry,2025-09-28,65052.56
2387,Customer 2387,51,Other,Georgia,Mass Affluent,2021-07-24,230823.27
2388,Customer 2388,45,Female,New York,High Value,2024-09-30,115266.26
2389,Customer 2389,69,Male,Georgia,Standard,2022-10-14,227564.68
2390,Customer 2390,64,Other,Georgia,Entry,2025-08-06,147505.34
2391,Customer 2391,52,Other,Michigan,High Value,2022-12-12,78772.69
2392,Customer 2392,32,Male,Illinois,Standard,2024-05-31,104767.21
2393,Customer 2393,21,Other,Michigan,Entry,2025-08-13,231208.92
2394,Customer 2394,35,Male,Virginia,Mass Affluent,2024-08-15,39734.54
2395,Customer 2395,48,Male,Illinois,Entry,2022-09-11,173889.89
2396,Customer 2396,30,Female,Florida,Entry,2023-05-22,178560.05
2397,Customer 2397,23,Female,Georgia,Mass Affluent,2023-09-12,65979.43
2398,Customer 2398,54,Male,Virginia,High Value,2024-10-29,106183.11
2399,Customer 2399,27,Other,Georgia,High Value,2025-02-09,65394.43
2400,Customer 2400,57,Other,Georgia,Entry,2021-09-21,32549.5
2401,Customer 2401,63,Female,Georgia,High Value,2024-09-01,96649.99
2402,Customer 2402,68,Other,Texas,Entry,2022-06-14,140453.55
2403,Customer 2403,51,Other,Illinois,Standard,2025-05-19,54567.87
2404,Customer 2404,48,Other,Georgia,High Value,2022-01-02,63085.19
2405,Customer 2405,66,Other,Florida,Mass Affluent,2022-11-22,143277.18
2406,Customer 2406,67,Female,Georgia,High Value,2024-06-12,132247.9
2407,Customer 2407,28,Female,Virginia,Standard,2021-03-23,41016.17
2408,Customer 2408,64,Female,Florida,Entry,2024-05-12,104241.58
2409,Customer 2409,70,Male,North Carolina,Standard,2022-08-30,69320.2
2410,Customer 2410,47,Male,Virginia,Standard,2023-01-01,95490.34
2411,Customer 2411,59,Male,Illinois,High Value,2021-03-14,146879.08
2412,Customer 2412,36,Male,Texas,High Value,2023-03-23,57732.02
2413,Customer 2413,61,Female,Georgia,Standard,2021-10-24,105984.98
2414,Customer 2414,65,Other,New York,Entry,2023-07-28,38941.02
2415,Customer 2415,44,Male,California,High Value,2022-10-31,114020.86
2416,Customer 2416,26,Female,Florida,Entry,2025-01-25,118162.71
2417,Customer 2417,68,Female,Texas,Entry,2022-01-12,242335.21
2418,Customer 2418,33,Other,Florida,Standard,2025-06-14,165427.92
2419,Customer 2419,75,Male,Ohio,Standard,2024-01-10,156133.92
2420,Customer 2420,69,Female,Florida,Mass Affluent,2022-03-17,90907.84
2421,Customer 2421,23,Other,Georgia,Mass Affluent,2024-10-07,179205.81
2422,Customer 2422,21,Female,New York,High Value,2022-07-13,202051.13
2423,Customer 2423,29,Female,Florida,Entry,2024-09-07,161797.48
2424,Customer 2424,41,Male,New York,Mass Affluent,2024-07-24,33976.04
2425,Customer 2425,35,Male,Michigan,Standard,2022-10-27,190196.07
2426,Customer 2426,73,Female,Michigan,Entry,2024-06-01,169649.99
2427,Customer 2427,55,Female,Virginia,High Value,2022-11-05,105449.16
2428,Customer 2428,43,Female,California,Entry,2022-10-17,217958.32
2429,Customer 2429,34,Other,California,Entry,2023-10-19,86252.37
2430,Customer 2430,63,Other,Texas,Entry,2021-03-08,153491.66
2431,Customer 2431,26,Male,North Carolina,Standard,2022-12-09,96887.2
2432,Customer 2432,41,Female,Virginia,High Value,2025-03-18,64298.11
2433,Customer 2433,31,Other,Illinois,Entry,2024-04-12,121386.46
2434,Customer 2434,22,Female,North Carolina,Entry,2025-04-16,247729.65
2435,Customer 2435,55,Male,Georgia,High Value,2023-02-08,51335.56
2436,Customer 2436,34,Male,Michigan,Standard,2022-03-24,69296.94
2437,Customer 2437,70,Other,Georgia,Entry,2021-11-22,107445.42
2438,Customer 2438,47,Other,Florida,Standard,2022-03-22,199509.93
2439,Customer 2439,27,Other,Illinois,Entry,2024-07-14,79521.83
2440,Customer 2440,52,Female,Florida,Entry,2023-04-08,64532.92
2441,Customer 2441,32,Female,Florida,High Value,2025-11-24,147186.46
2442,Customer 2442,69,Female,California,High Value,2022-11-16,114337.75
2443,Customer 2443,47,Female,Georgia,Mass Affluent,2024-08-30,170011.71
2444,Customer 2444,35,Male,Michigan,High Value,2024-06-21,161905.0
2445,Customer 2445,47,Male,Illinois,Mass Affluent,2025-02-08,66620.95
2446,Customer 2446,51,Other,Texas,Standard,2024-07-05,34998.29
2447,Customer 2447,71,Other,Georgia,Mass Affluent,2024-05-16,217067.98
2448,Customer 2448,50,Female,New York,Mass Affluent,2021-11-27,133877.16
2449,Customer 2449,33,Female,California,Standard,2024-12-30,44258.82
2450,Customer 2450,34,Other,Virginia,Entry,2021-03-05,83910.33
2451,Customer 2451,49,Male,California,Entry,2024-05-20,140047.29
2452,Customer 2452,72,Other,Illinois,Mass Affluent,2021-08-16,83869.96
2453,Customer 2453,25,Male,Ohio,Entry,2025-01-18,220753.8
2454,Customer 2454,45,Male,Georgia,Standard,2023-08-21,224338.55
2455,Customer 2455,28,Other,Michigan,High Value,2024-01-06,126474.65
2456,Customer 2456,67,Male,Florida,Entry,2025-08-23,212227.7
2457,Customer 2457,70,Male,Illinois,Entry,2025-01-25,187657.42
2458,Customer 2458,61,Other,Virginia,Entry,2023-11-14,203233.18
2459,Customer 2459,30,Female,Michigan,High Value,2021-08-01,188838.73
2460,Customer 2460,47,Other,Illinois,Mass Affluent,2023-01-21,230854.41
2461,Customer 2461,51,Male,Florida,High Value,2025-06-18,102605.65
2462,Customer 2462,25,Female,Virginia,Mass Affluent,2024-11-21,196535.73
2463,Customer 2463,39,Other,Virginia,Standard,2022-12-03,203222.27
2464,Customer 2464,37,Other,Florida,High Value,2024-12-03,197491.0
2465,Customer 2465,54,Female,Ohio,Mass Affluent,2021-10-31,223637.53
2466,Customer 2466,44,Other,Florida,Standard,2024-02-29,237854.22
2467,Customer 2467,57,Other,Florida,Entry,2021-11-21,186877.34
2468,Customer 2468,39,Male,California,Mass Affluent,2024-10-10,163638.87
2469,Customer 2469,45,Female,New York,High Value,2025-10-26,217202.21
2470,Customer 2470,40,Male,Michigan,High Value,2024-04-09,87072.66
2471,Customer 2471,53,Other,North Carolina,Entry,2025-01-16,134934.35
2472,Customer 2472,43,Other,California,Standard,2021-12-15,145134.23
2473,Customer 2473,52,Other,California,Entry,2023-02-14,68585.22
2474,Customer 2474,21,Other,Texas,Standard,2023-02-17,79461.54
2475,Customer 2475,35,Male,Florida,High Value,2022-02-27,172999.27
2476,Customer 2476,52,Female,Michigan,High Value,2023-01-01,214794.97
2477,Customer 2477,73,Other,New York,Mass Affluent,2025-09-29,109983.27
2478,Customer 2478,46,Other,Texas,Standard,2021-03-09,141631.63
2479,Customer 2479,56,Other,North Carolina,High Value,2022-07-10,243496.19
2480,Customer 2480,49,Other,North Carolina,Mass Affluent,2021-04-25,83832.29
2481,Customer 2481,68,Male,New York,Mass Affluent,2025-06-21,181720.24
2482,Customer 2482,32,Male,Michigan,Standard,2023-07-24,151434.64
2483,Customer 2483,68,Male,Texas,Mass Affluent,2021-07-07,144962.69
2484,Customer 2484,34,Male,New York,Entry,2021-05-05,132139.68
2485,Customer 2485,71,Male,Illinois,High Value,2024-01-05,73213.68
2486,Customer 2486,49,Male,Virginia,Mass Affluent,2021-08-27,51972.7
2487,Customer 2487,34,Other,Virginia,Standard,2024-04-22,155252.44
2488,Customer 2488,48,Male,Virginia,Mass Affluent,2024-04-06,159566.26
2489,Customer 2489,60,Female,Ohio,Standard,2024-07-24,196003.26
2490,Customer 2490,38,Female,California,Standard,2024-05-16,141604.46
2491,Customer 2491,39,Other,Florida,Standard,2023-11-20,220797.41
2492,Customer 2492,42,Female,North Carolina,Standard,2022-05-25,167702.78
2493,Customer 2493,69,Male,Virginia,High Value,2021-08-17,100225.66
2494,Customer 2494,51,Female,California,Mass Affluent,2023-11-10,44423.08
2495,Customer 2495,64,Female,Texas,Entry,2023-06-04,105334.98
2496,Customer 2496,55,Male,New York,High Value,2024-11-07,197827.58
2497,Customer 2497,40,Other,Florida,Standard,2022-03-13,198612.51
2498,Customer 2498,27,Other,Florida,Mass Affluent,2023-08-25,155621.85
2499,Customer 2499,41,Male,New York,Entry,2021-11-13,202878.45
2500,Customer 2500,31,Other,California,Standard,2025-10-12,240475.54
2501,Customer 2501,62,Other,Georgia,Standard,2023-08-29,80319.19
2502,Customer 2502,51,Female,Illinois,Mass Affluent,2022-06-23,97371.13
2503,Customer 2503,43,Other,Illinois,Entry,2025-01-28,97763.71
2504,Customer 2504,46,Female,Ohio,Entry,2024-02-28,42167.63
2505,Customer 2505,43,Other,California,Entry,2023-04-18,198750.69
2506,Customer 2506,73,Other,New York,Mass Affluent,2021-02-09,175652.02
2507,Customer 2507,39,Female,Ohio,Standard,2022-06-09,124049.64
2508,Customer 2508,41,Other,North Carolina,Mass Affluent,2023-02-23,205444.42
2509,Customer 2509,53,Female,Florida,High Value,2024-06-18,46373.92
2510,Customer 2510,41,Other,Virginia,Entry,2021-11-25,239449.98
2511,Customer 2511,70,Other,Georgia,Entry,2021-04-05,84966.15
2512,Customer 2512,58,Female,Ohio,High Value,2024-05-27,42345.2
2513,Customer 2513,38,Other,Illinois,Entry,2022-12-03,233193.34
2514,Customer 2514,51,Male,Texas,Standard,2021-08-16,244979.33
2515,Customer 2515,47,Male,California,Standard,2025-02-09,156299.39
2516,Customer 2516,26,Female,New York,Standard,2024-02-25,156001.3
2517,Customer 2517,63,Female,North Carolina,Standard,2025-04-12,181705.43
2518,Customer 2518,70,Male,Illinois,Standard,2021-10-15,229122.77
2519,Customer 2519,68,Male,California,Standard,2023-07-03,133031.81
2520,Customer 2520,44,Female,New York,Standard,2023-08-02,86178.71
2521,Customer 2521,22,Male,Texas,Entry,2025-03-12,124012.8
2522,Customer 2522,52,Male,North Carolina,High Value,2025-07-09,230856.08
2523,Customer 2523,44,Male,Michigan,Entry,2023-11-16,249043.98
2524,Customer 2524,72,Female,North Carolina,Entry,2023-10-30,92182.21
2525,Customer 2525,61,Male,Texas,High Value,2022-11-15,244330.06
2526,Customer 2526,28,Other,California,High Value,2025-05-18,156263.55
2527,Customer 2527,60,Other,New York,High Value,2023-08-18,198765.36
2528,Customer 2528,73,Female,Virginia,Entry,2023-06-02,225658.27
2529,Customer 2529,30,Other,Illinois,High Value,2025-02-22,69968.24
2530,Customer 2530,42,Female,North Carolina,Entry,2024-03-24,225667.34
2531,Customer 2531,57,Female,Ohio,Entry,2023-04-03,34151.76
2532,Customer 2532,41,Female,California,Standard,2022-04-07,218226.42
2533,Customer 2533,64,Female,North Carolina,Entry,2024-04-11,173794.79
2534,Customer 2534,70,Other,Illinois,Mass Affluent,2022-02-15,71546.42
2535,Customer 2535,34,Female,California,High Value,2021-10-31,35769.39
2536,Customer 2536,75,Male,California,Standard,2024-05-17,240025.33
2537,Customer 2537,41,Male,New York,Mass Affluent,2022-11-02,96644.49
2538,Customer 2538,38,Male,New York,Standard,2023-05-19,36005.22
2539,Customer 2539,49,Male,Georgia,High Value,2025-12-03,127669.54
2540,Customer 2540,75,Other,New York,Entry,2025-03-04,40827.14
2541,Customer 2541,46,Male,New York,Entry,2023-06-18,159847.78
2542,Customer 2542,26,Male,North Carolina,High Value,2021-09-13,65834.26
2543,Customer 2543,28,Female,Michigan,Standard,2022-03-06,194930.17
2544,Customer 2544,47,Male,New York,High Value,2022-10-11,205954.07
2545,Customer 2545,51,Female,North Carolina,High Value,2023-01-07,237877.31
2546,Customer 2546,21,Female,Georgia,Entry,2021-02-03,241545.13
2547,Customer 2547,43,Female,Florida,High Value,2021-07-24,125512.75
2548,Customer 2548,62,Female,New York,High Value,2025-10-03,173095.18
2549,Customer 2549,45,Female,Ohio,Standard,2025-07-18,190518.4
2550,Customer 2550,23,Male,New York,Mass Affluent,2022-10-25,154207.43
2551,Customer 2551,54,Male,California,Entry,2021-09-20,197703.32
2552,Customer 2552,59,Male,Florida,Standard,2021-05-06,165862.11
2553,Customer 2553,31,Female,California,Mass Affluent,2025-08-14,235984.15
2554,Customer 2554,68,Other,California,Standard,2021-11-07,223397.03
2555,Customer 2555,71,Male,Ohio,Entry,2021-08-13,74896.92
2556,Customer 2556,61,Female,Florida,Standard,2023-04-07,36265.2
2557,Customer 2557,42,Male,Virginia,High Value,2021-02-22,191689.18
